[2020-01-04 17:35:39,809]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/auth?=", "request": {"": ""}, "responese": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NzgxMzQxMzksIm5iZiI6MTU3ODEzNDEzOSwianRpIjoiY2Y4MWEwYzgtNzQzZS00YjFiLWFiNTktMTYwYjJhYzBhY2M1IiwiZXhwIjoxNTc4NzM4OTM5LCJpZGVudGl0eSI6ImFkbWluX3Rva29AZ21haWwuY29tIiwiZnJlc2giOmZhbHNlLCJ0eXBlIjoiYWNjZXNzIiwidXNlcl9jbGFpbXMiOnsiamVuaXNfYWt1biI6ImFkbWluX3Rva28ifX0.14oSs0yTyqZLQnjCXw3VwMQ6SPrGQC0mrKA-ON59IDI"}}
[2020-01-04 18:36:05,935]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/auth?", "request": {}, "responese": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NzgxMzc3NjUsIm5iZiI6MTU3ODEzNzc2NSwianRpIjoiZTE2MTFhOTgtZDBkZi00NDhiLWIxOTMtZmY3MWUzY2I4ZjU4IiwiZXhwIjoxNTc4NzQyNTY1LCJpZGVudGl0eSI6InBlbWJlbGkxQGdtYWlsLmNvbSIsImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImlkIjo0LCJlbWFpbCI6InBlbWJlbGkxQGdtYWlsLmNvbSIsInBhc3N3b3JkIjoiNDcyNTVmZjg4NzlhMjUyMjc5MjU1OGI3MzY4NzhlYzEiLCJqZW5pc19ha3VuIjoicGVtYmVsaSJ9fQ.BD93Lf5sR53BjXg0i0XZHAX9M17yKJIr-uNUKe37EgU"}}
[2020-01-04 18:38:04,886]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/auth?", "request": {}, "responese": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NzgxMzc4ODQsIm5iZiI6MTU3ODEzNzg4NCwianRpIjoiNDE3NDdiNzctMTlkYi00NmVhLWI1NTAtODEwMGZjOTZkNTIxIiwiZXhwIjoxNTc4NzQyNjg0LCJpZGVudGl0eSI6InBlbWJlbGkyQGdtYWlsLmNvbSIsImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImlkIjo1LCJlbWFpbCI6InBlbWJlbGkyQGdtYWlsLmNvbSIsInBhc3N3b3JkIjoiMzdkYmQzNzY0NjdjZDViMTVlZWU4Zjk3OGM1NWFhZjgiLCJqZW5pc19ha3VuIjoicGVtYmVsaSJ9fQ.S1F3Z5-fvsIni_f1v4Aa2qS6bR2Q107LD-J4TemqQu4"}}
[2020-01-04 18:38:50,878]{/home/alta2/E-commerce-project/blueprints/__init__.py:75} ERROR -REQUEST_LOG	{"status_code": 401, "method": "GET", "code": "401 UNAUTHORIZED", "uri": "/auth?", "request": {}, "responese": {"status": "UNAUTHORIZED", "message": "invalid key or secret"}}
[2020-01-04 18:38:57,997]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/auth?", "request": {}, "responese": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NzgxMzc5MzcsIm5iZiI6MTU3ODEzNzkzNywianRpIjoiZmRkNWU2ZmYtOTgwMi00ZDQwLWIxYWItZjgzMjZkNWYyMWFkIiwiZXhwIjoxNTc4NzQyNzM3LCJpZGVudGl0eSI6InN1cHBsaWVyMkBnbWFpbC5jb20iLCJmcmVzaCI6ZmFsc2UsInR5cGUiOiJhY2Nlc3MiLCJ1c2VyX2NsYWltcyI6eyJpZCI6NiwiZW1haWwiOiJzdXBwbGllcjJAZ21haWwuY29tIiwicGFzc3dvcmQiOiJjZDA5ODllODY0YjdjNmU0Zjg1Yjc5MzZjNjk0MDYwYyIsImplbmlzX2FrdW4iOiJzdXBwbGllciJ9fQ.RqY1qlSNMI9wGDY1EkjOhH9fu39SbFhdOJTO2xC3EVc"}}
[2020-01-04 18:43:01,080]{/home/alta2/E-commerce-project/blueprints/__init__.py:75} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/client?p=&rp=&order_by=&jenis_akun=&sort=", "request": {"p": "", "rp": "", "order_by": "", "jenis_akun": "", "sort": ""}, "responese": {"message": {"p": "invalid literal for int() with base 10: ''"}}}
[2020-01-04 18:43:54,923]{/home/alta2/E-commerce-project/blueprints/__init__.py:75} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/client?p=1&rp=25&order_by=&jenis_akun=&sort=", "request": {"p": "1", "rp": "25", "order_by": "", "jenis_akun": "", "sort": ""}, "responese": {"message": {"jenis_akun": " is not a valid choice"}}}
[2020-01-04 18:44:32,842]{/home/alta2/E-commerce-project/blueprints/__init__.py:75} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/client?p=1&rp=25&order_by=&jenis_akun=%22pembeli%22&sort=", "request": {"p": "1", "rp": "25", "order_by": "", "jenis_akun": "\"pembeli\"", "sort": ""}, "responese": {"message": {"jenis_akun": "\"pembeli\" is not a valid choice"}}}
[2020-01-04 18:44:41,965]{/home/alta2/E-commerce-project/blueprints/__init__.py:75} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/client?p=1&rp=25&order_by=&jenis_akun=pembeli&sort=", "request": {"p": "1", "rp": "25", "order_by": "", "jenis_akun": "pembeli", "sort": ""}, "responese": {"message": {"sort": "invalid sort value"}}}
[2020-01-04 18:44:58,664]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=&jenis_akun=pembeli&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "", "jenis_akun": "pembeli", "sort": "desc"}, "responese": [{"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 18:47:10,169]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=pembeli&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "pembeli", "sort": "desc"}, "responese": [{"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 18:49:35,982]{/home/alta2/E-commerce-project/blueprints/__init__.py:75} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "", "sort": "desc"}, "responese": {"message": {"jenis_akun": " is not a valid choice"}}}
[2020-01-04 18:50:20,332]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "", "sort": "desc"}, "responese": []}
[2020-01-04 18:50:51,085]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=None&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "None", "sort": "desc"}, "responese": []}
[2020-01-04 18:51:09,468]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=pembeli&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "pembeli", "sort": "desc"}, "responese": [{"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 18:56:35,884]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=pembeli&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "pembeli", "sort": "desc"}, "responese": [{"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 18:56:43,690]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "", "sort": "desc"}, "responese": []}
[2020-01-04 18:59:25,691]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=pembeli&sort=", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "pembeli", "sort": ""}, "responese": {"message": {"sort": "invalid sort value"}}}
[2020-01-04 18:59:32,737]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=pembeli&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "pembeli", "sort": "desc"}, "responese": [{"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 19:04:24,354]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=supplier&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "supplier", "sort": "desc"}, "responese": [{"id": 3, "nama": "Supplier1", "no_telepon": 81289899090, "no_rekening": "4536789098757", "lokasi": "Jl. Ratu Dibalau no. 135 Kel. Pisang Candi, Malang", "email": "supplier1@gmail.com", "password": "00afb914b3b33a4657fe6ab85d3a89e3", "jenis_akun": "supplier", "created_at": "Sat, 04 Jan 2020 17:50:50 -0000", "updated_at": null}, {"id": 6, "nama": "Supplier2", "no_telepon": 85743196095, "no_rekening": "923435699098757", "lokasi": "Jl. Sultan Agung no. 1 Kel. Pisang Candi, Malang", "email": "supplier2@gmail.com", "password": "cd0989e864b7c6e4f85b7936c694060c", "jenis_akun": "supplier", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 19:04:31,773]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&jenis_akun=&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "jenis_akun": "", "sort": "desc"}, "responese": []}
[2020-01-04 19:04:43,378]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "sort": "desc"}, "responese": [{"id": 3, "nama": "Supplier1", "no_telepon": 81289899090, "no_rekening": "4536789098757", "lokasi": "Jl. Ratu Dibalau no. 135 Kel. Pisang Candi, Malang", "email": "supplier1@gmail.com", "password": "00afb914b3b33a4657fe6ab85d3a89e3", "jenis_akun": "supplier", "created_at": "Sat, 04 Jan 2020 17:50:50 -0000", "updated_at": null}, {"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 6, "nama": "Supplier2", "no_telepon": 85743196095, "no_rekening": "923435699098757", "lokasi": "Jl. Sultan Agung no. 1 Kel. Pisang Candi, Malang", "email": "supplier2@gmail.com", "password": "cd0989e864b7c6e4f85b7936c694060c", "jenis_akun": "supplier", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 20:08:28,972]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/client?p=1&rp=25&order_by=id&sort=desc", "request": {"p": "1", "rp": "25", "order_by": "id", "sort": "desc"}, "responese": [{"id": 3, "nama": "Supplier1", "no_telepon": 81289899090, "no_rekening": "4536789098757", "lokasi": "Jl. Ratu Dibalau no. 135 Kel. Pisang Candi, Malang", "email": "supplier1@gmail.com", "password": "00afb914b3b33a4657fe6ab85d3a89e3", "jenis_akun": "supplier", "created_at": "Sat, 04 Jan 2020 17:50:50 -0000", "updated_at": null}, {"id": 4, "nama": "Pembeli1", "no_telepon": 812897896095, "no_rekening": "454759699098757", "lokasi": "Jl. Kaisar Pangareb no. 135 Kel. Pisang Candi, Malang", "email": "pembeli1@gmail.com", "password": "47255ff8879a2522792558b736878ec1", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 5, "nama": "Pembeli2", "no_telepon": 84567896095, "no_rekening": "789059699098757", "lokasi": "Jl. Pangeran Djuanda no. 1 Kel. Pisang Candi, Malang", "email": "pembeli2@gmail.com", "password": "37dbd376467cd5b15eee8f978c55aaf8", "jenis_akun": "pembeli", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}, {"id": 6, "nama": "Supplier2", "no_telepon": 85743196095, "no_rekening": "923435699098757", "lokasi": "Jl. Sultan Agung no. 1 Kel. Pisang Candi, Malang", "email": "supplier2@gmail.com", "password": "cd0989e864b7c6e4f85b7936c694060c", "jenis_akun": "supplier", "created_at": "Sat, 04 Jan 2020 17:56:16 -0000", "updated_at": null}]}
[2020-01-04 20:53:05,553]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} ERROR -REQUEST_LOG	{"status_code": 404, "method": "GET", "code": "404 NOT FOUND", "uri": "/?", "request": {}, "responese": {"message": "The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."}}
[2020-01-04 20:53:05,743]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} ERROR -REQUEST_LOG	{"status_code": 404, "method": "GET", "code": "404 NOT FOUND", "uri": "/favicon.ico?", "request": {}, "responese": {"message": "The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."}}
[2020-01-04 20:53:15,193]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} ERROR -REQUEST_LOG	{"status_code": 401, "method": "GET", "code": "401 UNAUTHORIZED", "uri": "/client?", "request": {}, "responese": {"msg": "Missing Authorization Header"}}
[2020-01-04 20:54:09,549]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} ERROR -REQUEST_LOG	{"status_code": 401, "method": "GET", "code": "401 UNAUTHORIZED", "uri": "/client?", "request": {}, "responese": {"msg": "Missing Authorization Header"}}
[2020-01-04 20:56:32,845]{/home/alta2/E-commerce-project/blueprints/__init__.py:65} ERROR -REQUEST_LOG	{"status_code": 400, "method": "GET", "code": "400 BAD REQUEST", "uri": "/auth?", "request": {}, "responese": {"message": {"email": "Missing required parameter in the JSON body"}}}
[2020-01-04 20:59:21,075]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/auth?", "request": {}, "responese": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NzgxNDYzNjEsIm5iZiI6MTU3ODE0NjM2MSwianRpIjoiN2JkMzhlZGUtMmMzZS00OGFiLWJkYzctZThlNTkwYzNlMjdlIiwiZXhwIjoxNTc4NzUxMTYxLCJpZGVudGl0eSI6ImFkbWluX3Rva29AZ21haWwuY29tIiwiZnJlc2giOmZhbHNlLCJ0eXBlIjoiYWNjZXNzIiwidXNlcl9jbGFpbXMiOnsiamVuaXNfYWt1biI6ImFkbWluX3Rva28ifX0.3ikbojSUyZqN2XvxQ64J1TdxUekLyc0bfP1vW9zcivw"}}
[2020-01-04 20:59:37,881]{/home/alta2/E-commerce-project/blueprints/__init__.py:55} INFO -REQUEST_LOG	{"status_code": 200, "method": "GET", "code": "200 OK", "uri": "/auth?", "request": {}, "responese": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NzgxNDYzNzcsIm5iZiI6MTU3ODE0NjM3NywianRpIjoiMTgyNGI5N2YtMGI4Ny00MDY3LTkwZDEtNTA1NWVkMGEwMzk1IiwiZXhwIjoxNTc4NzUxMTc3LCJpZGVudGl0eSI6ImFkbWluX3Rva29AZ21haWwuY29tIiwiZnJlc2giOmZhbHNlLCJ0eXBlIjoiYWNjZXNzIiwidXNlcl9jbGFpbXMiOnsiamVuaXNfYWt1biI6ImFkbWluX3Rva28ifX0.lhEpvZeZCSgSQ1WcocewB4ICRhYmu6Xqg2GI9YNfXJM"}}
